epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,0.42707,0.1126,0.87765,0.89904,0.88036,0.93533,0.74954,0.80344,0.2211,1.1552,2.52E-05,2.52E-05,2.52E-05
191,0.4711,0.12252,0.86752,0.88509,0.89033,0.93265,0.74712,0.8001,0.22101,1.1492,2.48E-05,2.48E-05,2.48E-05
192,0.45117,0.11969,0.86834,0.87613,0.88036,0.9307,0.74357,0.79781,0.22228,1.1459,2.44E-05,2.44E-05,2.44E-05
193,0.40916,0.10399,0.84934,0.87322,0.88732,0.93,0.74195,0.79892,0.22443,1.1424,2.40E-05,2.40E-05,2.40E-05
194,0.38737,0.10647,0.84845,0.84798,0.90714,0.92995,0.7366,0.80277,0.2285,1.1385,2.36E-05,2.36E-05,2.36E-05
195,0.36645,0.10277,0.83068,0.90789,0.85475,0.9284,0.73876,0.80944,0.22826,1.1371,2.32E-05,2.32E-05,2.32E-05
196,0.45514,0.11095,0.83633,0.85511,0.91035,0.92761,0.74015,0.81002,0.22694,1.1351,2.28E-05,2.28E-05,2.28E-05
197,0.39876,0.10672,0.84361,0.85628,0.91579,0.92753,0.74599,0.80914,0.22884,1.1335,2.24E-05,2.24E-05,2.24E-05
198,0.45757,0.11738,0.8496,0.85555,0.90714,0.92954,0.75157,0.80863,0.22873,1.1347,2.20E-05,2.20E-05,2.20E-05
199,0.38944,0.10049,0.83819,0.89875,0.86358,0.93059,0.75546,0.80608,0.22941,1.136,2.16E-05,2.16E-05,2.16E-05
200,0.44919,0.11595,0.85358,0.9058,0.8688,0.93137,0.75246,0.80629,0.22888,1.1379,2.12E-05,2.12E-05,2.12E-05
201,0.48476,0.12143,0.87193,0.91563,0.87127,0.93199,0.74906,0.80378,0.22526,1.1366,2.08E-05,2.08E-05,2.08E-05
202,0.36857,0.10261,0.84044,0.91413,0.87969,0.93314,0.75266,0.802,0.22114,1.1362,2.04E-05,2.04E-05,2.04E-05
203,0.40687,0.10857,0.84121,0.91519,0.87486,0.93476,0.75642,0.79743,0.21876,1.1352,2.00E-05,2.00E-05,2.00E-05
204,0.40373,0.11836,0.85866,0.92491,0.88009,0.93401,0.75894,0.79313,0.21388,1.1318,1.96E-05,1.96E-05,1.96E-05
205,0.39218,0.1033,0.87183,0.92788,0.87211,0.93279,0.76499,0.79111,0.20851,1.1336,1.92E-05,1.92E-05,1.92E-05
206,0.42179,0.10544,0.83683,0.92162,0.87897,0.93396,0.76331,0.78896,0.2068,1.1338,1.88E-05,1.88E-05,1.88E-05
207,0.44806,0.11209,0.85232,0.92366,0.88036,0.93475,0.76121,0.79145,0.20294,1.1368,1.84E-05,1.84E-05,1.84E-05
